epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl
30,0.015751242720788077,0.01575026205474777,9.807803767866323e-07,0.016065100114792584,0.01606426676735282,8.33258383181601e-07
31,0.015768141618796756,0.015767371182196906,7.704455384782705e-07,0.0162856069393456,0.01628482500091195,7.819018776444864e-07
32,0.01576218754053116,0.015761186784532453,1.0007543360351129e-06,0.016965645551681518,0.01696457378566265,1.0716957035583618e-06
33,0.01568152870251132,0.01568070562955524,8.230173469720674e-07,0.01625799750909209,0.016257351823151113,6.457439155838074e-07
34,0.01572110952942499,0.015720393375626633,7.162101352621773e-07,0.01670962367206812,0.016708792932331563,8.305454400669987e-07
35,0.015771639383664087,0.015770702340107943,9.370590439467768e-07,0.016382425092160702,0.016381667740643025,7.570753780328232e-07
36,0.015726730809547007,0.01572596112133137,7.697192947781722e-07,0.016410871315747498,0.016410130821168423,7.406077372706932e-07
37,0.01560272412773754,0.015602019099917794,7.050021458050131e-07,0.016267929039895535,0.01626710584387183,8.23290554308187e-07
38,0.01555375215996589,0.01555305057471352,7.014886896123633e-07,0.016287914384156464,0.016287252493202686,6.618706947847386e-07
39,0.01570248033385724,0.015701583486848643,8.968526218820574e-07,0.016076865140348673,0.016076193936169148,6.71334333901541e-07
40,0.015545166180735188,0.01554429714035775,8.689975530273841e-07,0.01593681061640382,0.015936358459293844,4.521128715850864e-07
41,0.015600856277160347,0.015600145628143634,7.106833176554314e-07,0.01605886183679104,0.016057896427810192,9.65351705417561e-07
42,0.015390017103137714,0.015389376120375735,6.409033496928325e-07,0.015825122967362402,0.015824647806584834,4.7494901878053497e-07
43,0.015440438757650554,0.015439841098019056,5.977178391601358e-07,0.016248390823602677,0.01624771598726511,6.745976861566305e-07
44,0.015416740173740047,0.01541606622881123,6.73956778639097e-07,0.01593802245333791,0.015937093272805215,9.293759944739577e-07
45,0.015433963388204575,0.01543319336737373,7.699732254958949e-07,0.015900391805917024,0.015899783838540314,6.080260504859325e-07
46,0.015397923699180995,0.015397352249627667,5.714739797570343e-07,0.0160714372061193,0.016070968564599754,4.6852801460772753e-07
47,0.015276379018489803,0.015275794181174465,5.8475166651663e-07,0.015729838516563177,0.015729338955134155,4.995332574253553e-07
48,0.015215085403594588,0.015214466672789837,6.186551349937222e-07,0.015684598963707684,0.0156837098300457,8.892167841167975e-07
49,0.015304657996499113,0.01530396903399378,6.889328817903464e-07,0.01589256152510643,0.015892037004232407,5.245786155683163e-07
50,0.015116328639643533,0.015115726073937756,6.025527129947607e-07,0.01570969494059682,0.015709277521818877,4.1718326997397527e-07
