track_id,cluster_vae
A187,3
A188,3
A190,3
A191,3
A192,3
A193,3
A194,3
A195,3
A196,3
A198,3
ABC,0
Abominable Snowman in the Market,0
Above the Pyramid and the Eye,0
"Abraham, Martin and John",0
Absence of the Heart,0
Ac-Cent-Tchu-Ate the Positive,0
Aces High,0
Acid With Acid - Piece by Piece,0
Adam and Eve,0
Adeste Infidelis,0
Africa Unite,0
"After Dollars, No Cents",0
Ain't Going Down (Til the Sun Comes Up),0
Ain't Got No Class,0
Ain't Life Grand,0
Ain't No Mountain High Enough,0
Ain't No Santa,0
Ain't Nothin' But Love,0
Albedo 0.39,0
All Day Long,0
All Fall Down,0
All Good Things,0
All I Want for Christmas Is You,0
All I Want for Christmas Is a Real Good Tan,0
All Night Long,0
All Night Long (All Night),0
All Over You,0
All Souls Night,0
All Through the Night,0
All Together Now,0
All You Ever Think About Is Sex,0
All for You,0
All of Me,0
All over Town,0
All the Things You Are,0
Allegiance,0
Almost Grown,0
Alright,0
Altar of Sacrifice,0
Always There,0
Amateur Hour,0
Ambition,0
AmeriKKKa's Most Wanted,0
American Buttfuckers,0
American High,0
American Mary,0
American Triangle,0
American Tune,0
American Werewolves in London,0
Amity,0
Among the Living,0
Amusement Parks U.S.A.,0
And Now My Lifesong Sings,0
And So Is Life,0
Angel,0
Angel Band,0
Angela,0
Angels Among Us,0
Angelskingarden,0
Animal,0
Animal City,0
Animal Farm,0
Animal Farm [Mono Version],0
Another Day,0
Another Day (That Time Forgot),0
Another Nigger in the Morgue,0
Another Victim,0
Anti Christ,0
Anti-Social,0
Apocalypse Politics,0
Apotemnophiliac,0
April Come She Will,0
Architecture of Aggression,0
Architecture of a Genocidal Nature,0
"Are You Okay, Kiddo?",0
Are You Teasing Me,0
Aria,0
Armed Robbery,0
Around and Around,0
Artificial Girl,0
As,0
As Usual,0
As the Palaces Burn,0
Ashes,0
At Last,0
August,0
Authority,0
Avril au Portugal,0
"Aw Shucks, Hush Your Mouth",0
Babe,0
Baby Baby Baby Baby Ooh Baby,0
Baby Don't Do It,0
Baby Face,0
Baby I'm Burnin',0
Baby Please Don't Go,0
Baby You Don't Want Me,0
Baby a Go-Go,0
Baby!,0
"Baby, Baby All the Time",0
"Baby, I'm for Real",0
"Baby, Now That I've Found You",0
"Baby, What You Want Me to Do",0
"Baby, What's on Your Mind",0
Bacdafucup,0
Back to One,0
Back to the Primitive,0
Backwards Over Germany,0
Bad Dreams,0
Bad Influence,0
Bad Luck Blues,0
Bad Omen,0
Badda Dan Dem,0
Bail Out,0
Bailamos,0
Ballad of the Sad Young Men,0
Baltimore Fire,0
Bananza (Belly Dancer),0
Bandstand Boogie,0
Bang Bang,0
Barstool Cowboy from Old Barstow,0
Battery,0
Be Mine,0
Be My Baby,0
Be My Yoko Ono,0
Be Thou Near to Me,0
Be-Bop-A-Lula,0
Be-Bop-A-Lula '69,0
Beast and the Harlot,0
Beat the Bastards,0
Beautiful Boy,0
Beautiful Day,0
Beautiful Horses,0
Beautiful Life,0
Beauty Is Only Skin Deep,0
Beauty Through Order,0
Beauty from the Past,0
Beep,0
Beer Barrel Polka,0
Beer Run,0
Beer Run (B-Double E-Double Are You In?),0
Beer for My Horses,0
Before Sleep Comes,0
Being Ignorant Is Awesome,0
Believe in Humanity,0
Believe in Life,0
Beltane Walk,0
Beneath the Crimson Vaults of Cydonia,0
Berkertex Bribe,0
Better Living Through Catastrophe,0
Between Me and You,0
Beware,0
Beyond Good & Evil,0
Beyond a Doubt,0
Bichasniguz,0
Big Bad Bill,0
Big Mouth,0
Billie's Blues,0
Black Coffee,0
Black Curtains,0
Black Forest II,0
Black Metal,0
Black Spider Blues,0
Black and Blue,0
"Black, Brown and White",0
Blackbird,0
Blackie's Dead,0
Blandest,0
"Bleed Like a Craze, Dad",0
Blind,0
Blood Sun,0
Blood and Thunder,0
Blood of Heroes,0
Blow It Out,0
Blue,0
Blue Christmas,0
Blue Heaven Rendezvous,0
Blue Hotel,0
Blue Ink,0
Blue Moon With Heartache,0
Blue You,0
Blues Music,0
Bob Dylan's Blues,0
Body Movin',0
Boggie Woogie Woman,0
Bojangles of Harlem,0
Book of Rules,0
Born Again,0
Born In The U.S.A.,0
Boston Babies,0
Boto (W) Rap,0
Brazilian Rhyme,0
Break Down,0
"Break Me, Shake Me",0
Break Yourself,0
Breakdown,0
"Breathe in, Breathe Out, Move On",0
Breathless,0
Breed Apart,0
Brick,0
Bridge,0
Brigade Song,0
Bring 'Em on In,0
Bring Your Whole Crew,0
Bring the Noise,0
Broke,0
Broke Willies,0
Broken Strings,0
Bron-Y-Aur Stomp,0
Brooks Wuz Here,0
Brother,0
Brother Harold Dee,0
"Brother, Can You Spare a Dime?",0
Build Me Up,0
Bullet Train,0
Bullet With Your Name,0
Burger Queen,0
Buried with Children,0
Burn the Lies,0
Burning Flag,0
Burning Up,0
But Beautiful,0
Butterfly,0
By Heart,0
By Her Side [Acoustic Version],0
By the Water,0
Bye Bye Bye,0
Cabaret,0
Caldonia,0
Caldonia (What Makes Your Big Head So Hard?),0
California Girls,0
California Saga (On My Way to Sunny Califon-I-A),0
California Stars,0
California Sunset,0
Call My Name,0
Call to Arms,0
Camouflage & Murder,0
Can You Stand the Rain,0
Can't Even Get the Blues No More,0
Can't Help Lovin' Dat Man,0
Can't Stand You,0
Can't Tame the Lion,0
Canadian Sunset,0
Candle on the Water,0
Candyman,0
Cannibal Cafe,0
Captive Honour,0
Caravan,0
Cardiff,0
Care,0
Caribbean Amphibian,0
Casey's Last Ride,0
Casualty Vampires,0
Catatonic,0
Cause of Death,0
Celebration,0
Celtic Ray,0
Certified Samurai,0
Chances Are,0
Changes,0
Chapel Perilous,0
Chapter 24,0
Charagma,0
Charlie,0
Cheapest Kind,0
Cherry,0
Cherry Kiss,0
Cherry Pickin' Blues,0
Chico and the Man,0
China Roses,0
Choppa Style,0
Chords of Fame,0
Chosen Race,0
Christmas Dreaming (A Little Early This Year),0
Christmas Lullaby,0
Christmas Night in Harlem,0
Christmas Song (Chestnuts Roasting on an Open Fire),0
Christmas Time (Greensleeves),0
Chrome & Paint,0
Circle of Friends,0
Circles and X's,0
City of Light Restrung,0
Cleansing,0
Click Click Boom,0
"Click, Clack - Get Back!",0
"Cold, Cold Feeling",0
Colors,0
Columbus Stockade,0
Come 2 Me,0
Come Fly With Me,0
Come Go with Me,0
Come Together,0
Come on Over (All I Want Is You),0
Come to Rest,0
Concetta,0
Confusion,0
Conga,0
"Congratulations, I Hate You",0
Consfearacy,0
Contaminated,0
Control (Video Mix),0
Cool Drink of Water,0
Corpse Is Corpse,0
Count to Six and Die (The Vacuum of Infinite Space Encompassing),0
Countdown to Extinction,0
Country Boy,0
Country Comfort,0
Cover to Cover,0
Cowboy Star,0
Cowboys Like Us,0
Crack Hitler,0
Cranked up Really High,0
Crazy,0
Crazy He Calls Me,0
Crazy in Love,0
Cream,0
Create Me,0
Creation,0
Creep,0
Crime Story,0
Crimson Moon,0
Crimson Snow,0
Critical Mass,0
Crossfire,0
Cruisin',0
Crush,0
Cryin' Mood,0
Crying,0
Crypts of Eternity,0
Crystal Skull,0
Cut It Dude,0
Da Booty,0
Da Mystery of Chessboxin',0
Da Ya Think I'm Sexy?,0
Da' Dip,0
Daddy's Home,0
"Daddy, When Is Mommy Coming Home",0
Dance With My Father,0
Dance with Me,0
Dancing Days,0
Dancing Queen,0
Dancing in the Street,0
Dancing with another man,0
"Danger, Heartbreak Dead Ahead",0
Danke Schoen,0
Darkness of Christ,0
"Darling, You Know I Wouldn't Lie",0
Day-O (Banana Boat Song),0
Dead Bodies Everywhere,0
Dead Men Don't Rape,0
Dead Ringer for Love,0
Dead Stop,0
Dead and Gone,0
Deadly Intentions,0
Death,0
Death Letter Blues,0
"Death Letter Blues, Pt. 2",0
Death of Samantha,0
Deathplay,0
Decadent Messiah,0
Decapitated,0
Decent Days and Nights,0
Dedicated,0
Dedicated to You,0
Dedication,0
Deeper and Deeper,0
Deeper and Deeper [Album Edit],0
Deeper and Deeper [Shep's Fierce Deeper Dub],0
Delta Momma Blues,0
Desert Rain,0
Desire Me,0
Desired Constellation,0
Desperate,0
Deth Kult Social Club,0
Dig You Later,0
Dimming of the Day,0
Dinner Bells,0
Dirge Inferno,0
Dirrty,0
Dirt,0
Dirty Mack,0
Dirty Mind,0
Disappear,0
Discharged Reason,0
Disciples of Hell,0
Disease of Conceit,0
Disintegration/Free Money,0
Divine,0
Divorce Song,0
Dixie Lily,0
Do It All Night,0
Do It Well,0
Do You Believe in Love,0
Do You Hear What I Hear?,0
Do You Remember,0
Do You Remember Rock & Roll Radio?,0
Do You Remember?,0
Do You Wanna Dance,0
Does Anybody Hear Her,0
Does It Show,0
Does This System Work,0
Dog & Butterfly,0
Don't Be Light,0
Don't Blow Your Top,0
Don't Cha,0
Don't Explain,0
Don't Fade Away,0
Don't Get Caught,0
Don't Get Caught Slippin,0
Don't Go Breaking My Heart,0
Don't Go to Sleep Without Me,0
Don't Have the Cow,0
Don't Hold Back,0
"Don't Leave, I Think I Love You",0
Don't Let Me Lose This Dream,0
Don't Rain on My Parade,0
Don't Say Goodbye,0
Don't Stop,0
Don't Tell Me,0
Don't Throw Your Love on Me So Strong,0
Done Got Old,0
Door Peep,0
Dope Hat,0
Down Payment Blues,0
Dr. Piranha,0
Drag City,0
Drama,0
Dread and the Fugitive Mind,0
Dreaming in Red,0
Dreamland,0
Dreamland Express,0
Dreams,0
Drive My Car,0
Driving,0
Droppin' Plates,0
Drugs Of Youth,0
Drunk on a Bike,0
Dry Lips,0
Duck & Run,0
Dude,0
Dudes,0
Duppy Conqueror,0
Dying in the Sun,0
Dynamite,0
Each Time (I Love You More),0
Early Mornin',0
Early in the Morning,0
Earth by Invitation Only,0
East of the Sun,0
East of the Sun (And West of the Moon),0
Easy Money,0
Eat You Alive,0
Eight Days On the Road,0
Elbow a Nigga,0
Elysian Fields,0
Emancipation,0
Emotions,0
Empathy,0
Empty Landscape,0
Endless Cemetary,0
Endless Love,0
Enemy,0
English Rose,0
Enslaved of Bitterness,0
Epistle to Derroll,0
Europe Endless,0
Evening of the Day,0
Ever Lovin' Fingers,0
Everlasting Love,0
Every Beat of My Heart,0
Every Generation Got It's Own Disease,0
Everybody Hurts,0
Everybody Wants the Same Thing,0
Everybody's Laughing,0
Everybodys Crying Mercy,0
Everyone,0
Everything Falls Apart,0
Evil Walks,0
Evil Woman,0
Eviscerated,0
Exodus,0
Express Yourself,0
Eye of the Tiger,0
Eyes Shut Tight,0
F*** You,0
F.I.G.H.T.,0
FFF,0
Fading Dimensions,0
Fairy Tale,0
Faking Love,0
Fall from Grace,0
Fallen,0
Fallin' in Love,0
Falling in Love Again,0
False True Love,0
Family Is a Family,0
Famlay Freestyle,0
Fanatics,0
Fanny (Be Tender With My Love),0
Farewell Andromeda (Welcome to My Morning),0
Father Time,0
Fatima,0
Fear the Grand Inquisitor,0
Feedback,0
Feel It,0
Feel Like Makin' Love,0
Feelin' Sad,0
Feels Just Like It Should,0
Feels Like the First Time,0
Fell in Love With a Boy,0
Ferret & Featherbird,0
Fetesque,0
Fight Back,0
Fight Till Death,0
Fight or Die,0
Fight the Power [Flavor Flav Meets Spike Lee],0
Filthy Little Secret,0
Find out What's Happening,0
Finger Poppin' Time,0
Fire and Rain,0
Firestorms,0
First Noel,0
First Weapon of Choice,0
Fit But You Know It,0
Five Candles (You Were There),0
Five Long Years,0
Five More to Fix,0
Flags of Freedom,0
Flame of the Uninspired,0
Flesh Storm,0
Flesh and Blood,0
Flick of the Switch,0
Fly Butterfly Fly,0
Fly Me to the Moon,0
Fmlyhm,0
Foolin' Myself,0
Footloose,0
For What It's Worth,0
For Your Entertainment,0
For the Love of a Daughter,0
For the Thugs,0
Forca,0
Foreclosure of a Dream,0
Forever More (I'll Be the One),0
Forever My Lady,0
Forgiven,0
Forgotten,0
Four Down and Twelve Across,0
Four Strong Winds,0
Fourth of July,0
Freak Like Me,0
Free,0
Freedom,0
Frenz,0
Friends,0
From Victim to Killer,0
From the Dark Side,0
Fruitcakes,0
Fuck the World,0
Fuel the Hate,0
Fun,0
Fun and Games,0
"Fun, Fun, Fun",0
Fury in My Eyes/Revenge,0
GM2 1,0
Gangree,0
Gangsta Gangsta,0
Gear Jammer,0
Gentle on My Mind,0
Get Back,0
Get Out the State,0
Get Outta My Life,0
Get Raped,0
Get Right,0
Get Up While You Can,0
Geto Boys Will Rock You,0
Gets Me Through,0
Gettin' High,0
Gettin' Some,0
Getting Better,0
Getting Closer,0
Ghetto Booty,0
Ghetto Vet,0
Ghosts of War,0
Giant,0
Gilla House Check,0
Gilmore's,0
Girl From Ipanema,0
Girl Talk,0
Give 'Em What They Want,0
Give Me Back That Wig (Wig Wearing Woman),0
Give Me It,0
Glad to Be Unhappy,0
Glamorous,0
Glitches Will Tell,0
Glory Days,0
Glow,0
God Is a DJ [Hyper Remix],0
God Is a Lie,0
God Loves a Drunk,0
God Rest Ye Merry Gentleman,0
God Rest Ye Merry Gentlemen,0
God Won't Get You,0
Godd Complexx,0
Goin' Away,0
Goin' Down Slow,0
Going Down Slow,0
Gone Out of My Mind,0
Gone with the Sin,0
Gonna Get Close to You,0
Gonna Make You Sweat (Everybody Dance Now),0
Good Good Lovin',0
Good Hearted Woman,0
Good Luck,0
Good Morning Little Schoolgirl,0
Good Mourning/Black Friday,0
Good Time Feeling,0
Good Times,0
Good as I Was to You,0
Goodnight My Love (Pleasant Dreams),0
Gospel Way,0
"Got My Mojo Working, Pt. 1",0
Got to Make a Comeback,0
Gota Let Your Nuts Hang,0
Grand Ole Opry Song,0
Great Balls of Fire,0
Great Lake Swimmers,0
Green Grass of Tunnel,0
Grown Things,0
Guess Things Happen That Way,0
Guide Vocal,0
Half a Boy and Half a Man,0
"Hallelujah, I Love Her So",0
Halo of Flies,0
Hang On to Yourself,0
Happy,0
Happy-End,0
Harbor Lights,0
Hark! The Herald Angels Sing,0
Hate Me,0
Hate Worldwide,0
Have Yourself a Merry Little Christmas,0
Have a Beer with Fear,0
Having Myself a Time,0
He Set Me Free,0
He Turned the Water into Wine,0
He's Alive,0
He's Got His Eye on You,0
He's the Greatest Dancer,0
Hear Nothing See Nothing Say Nothing,0
Heart of Mine,0
Heart of Steel,0
Heart of Worship,0
Heart of a Champion,0
Heartaches for a Dime,0
Heartbeat,0
Heartbreak Hotel,0
Heartbreaker,0
Heartland,0
Heartz of Men,0
Heaven Help,0
Heaven Is Falling,0
Heaven Knows No Pain,0
Heavy Makes You Happy (Sha-Na-Boom-Boom),0
Hello,0
Hello Dolly,0
Hello Old Friend,0
Hello Sunshine,0
Hells Bells,0
Help Me Hold On,0
Help Me Understand,0
Hercules,0
Here Comes Santa Claus,0
Here Comes That Feeling,0
Here Comes the Pain,0
Here with Me,0
Hey There,0
Hey Ya!,0
Hey You,0
"Hey, Where's Your Girl?",0
Hickory Wind,0
High Rolling Man,0
High Society/You're Sensational,0
High on a Hilltop,0
Highway to Hell,0
His Eyes,0
"His Eyes, Her Eyes",0
His Hands,0
History's Stranglers,0
Hobo's Lullaby,0
Holy Pedophile,0
Holy Wars... The Punnishment Due,0
Home,0
Honky Tonk Merry-Go Round,0
Hood,0
Hope for Us All,0
Hot Dog,0
Hot Stuff,0
Hounddogz,0
House Gone Up in Flames,0
House on the Lake,0
How Am I to Know?,0
How Can I Help You Say Goodbye,0
How Can We Live Like This,0
How Could Anyone,0
How Could You,0
How Deep Is the Ocean?,0
How Far Am I from Canaan?,0
How I Wish (Ask Me Now),0
How Long Blues,0
How Many More Years,0
How Many Times,0
How Many Worlds,0
How Much More Can She Stand,0
How Sweet It Is (To Be Loved by You),0
How to Disappear Completely,0
How to Survive in South Central,0
Hum-Allah-Hum-Allah-Hum Allah,0
Hundred Mile High City,0
Hunter,0
Hurt,0
Hurt Me,0
Hybrid Stigmata-The Apostasy,0
I Ain't No Joke,0
I Ain't With Being Broke,0
I Am a Revenant,0
I Am the Establishment,0
I Am the True Vine,0
I Believe,0
I Belong to You,0
I Can See Now,0
I Can't Believe That You've Stopped Loving Me,0
I Can't Help It (If I'm Still in Love with You),0
I Can't Stop,0
I Can't Stop Loving You,0
I Can't Wait No Longer (Let's Do This),0
I Cheated Me Right of You,0
I Could Write a Book,0
I Did It for Alfie,0
I Didn't Know What Time It Was,0
I Didn't Mean to Turn You On,0
I Dream of Spring,0
I Drink,0
I F****** Hate You,0
I Feel Good,0
I Feel Love,0
I Feel for You,0
I Finally Found Somebody,0
I Forgot More Than You'll Ever Know,0
I Fucking Hate You,0
I Go to Pieces,0
I Got Rhythm,0
I Got Stung,0
I Got a Woman,0
I Gotta Right to Sing the Blues,0
I Grieve,0
I Guess I've Come to Live Here in Your Eyes,0
I Have a Dream,0
I Know,0
I Know It's a Sin,0
I Know Where It's At,0
I Like,0
I Like Beer,0
I Like That,0
I Like You Ok,0
I Love Jazz,0
I Love This Bar,0
I Love You,0
I Love the Winter Weather/I've Got My Love to Keep Me Warm,0
I Luv It,0
I Made the Prison Band,0
I Need Love,0
I Need Your Love Tonight,0
I Never Loved Her,0
I Never Meant to Hurt You,0
I Never Thought I'd See the Day,0
I Only Wanted,0
I Refuse Limitation,0
I Run S***,0
I Saw Her Standing There,0
I Saw Mommy Kissing Santa Claus,0
I Sold Your Dog to a Chinese Restaurant,0
I Still Miss Someone,0
I Think It's Going to Rain Today,0
I Told You Baby,0
I Turned You On,0
I Wanna Be Like You (The Monkey Song),0
I Wanna Be Me,0
I Wanna Be Your Lover,0
I Wanna Dance with Somebody (Who Loves Me),0
I Wanna Hold You,0
I Want You,0
I Was So Wrong,0
I Went to Your Wedding,0
I Will Be Here,0
I Will Miss You When You Go,0
I Will Remember,0
I Will Survive,0
I Wish I Could Say the Same,0
I Wish I Liked You (As Much as I Love You),0
I Wish That I Could Be You,0
I Won't Cry Anymore,0
I Won't Forget You,0
I Wonder What She'll Think About Me Leaving,0
I and I,0
I'll Be Doggone [Juke Box Single Version (Stereo)],0
I'll Be Your Baby Tonight,0
I'll Change My Style,0
I'll Fly Away,0
I'll Never Smile Again,0
I'll Still Kill,0
I'll Tell Me Ma,0
I'm Alright,0
I'm Bored,0
I'm Getting Sentimental Over You,0
I'm Glad for Your Sake (But I'm Sorry for Mine),0
I'm Going to Stop Pretending That I Didn't Break Your Heart,0
I'm Gonna Move to the Outskirts of Town,0
I'm Hooked on You,0
I'm Making Believe,0
I'm Not Worried at All,0
I'm Real,0
I'm Satisfied,0
I'm So Lonesome,0
I'm So Lonesome I Could Cry,0
"I'm So Lonesome, I Could Cry",0
I'm Still Not over You,0
I'm Talking About You,0
I'm Through with Love,0
I'm With a Crowd But So Alone,0
I'm a Fool To Want You [Take 3 - CL 1157],0
I'm a Man You Don't Meet Every Day,0
I'm a Rebel,0
I'm an Old Cowhand (From the Rio Grande),0
I'm in Pain,0
I've Been Loved by the Best,0
I've Been Working,0
I've Got You Under My Skin,0
I've Got a Crush on You,0
I've Got a Good Thing Going,0
I've Got a Pocketful of Dreams,0
I've Got a Rock 'N' Roll Heart,0
I've Got the World on a String,0
I've Loved You All Over the World,0
Ice Water,0
Ideal Home,0
Idiot,0
If Anyone Falls,0
If I Don't See You Again,0
If I Ever Thought You'd Be Lonely,0
If I Give My Love to You?,0
If I Had,0
"If I Had $1,000,000",0
If I Was Jesus,0
If It Weren't For Him,0
If You Can Dream,0
If You Don't Want to See Santa Claus Cry,0
"If You Gotta Go, Go Now",0
Ill Wind,0
Im Happy Just to Dance With You,0
Impressive Instant,0
Impure Perfection,0
In Amber,0
In Germany Before the War,0
In Sickness Intertwined,0
In Sufferance,0
In Summary of What I Am,0
In Vain,0
In a Modern World,0
In the Bleak Mid Winter,0
In the Bleak Midwinter,0
In the Garden,0
In the Shadows,0
Incline,0
Indians,0
Inflikted,0
Info Kill II,0
Institutionalized,0
Intro,0
Is It Because I'm Black?,0
Is It News,0
Is This Desire?,0
Isaac & Abraham,0
Isle of Capri,0
It Ain't,0
It Had to Be You,0
It Looks Like Rain,0
It Never Entered My Mind,0
It Serves Me Right to Suffer,0
It Takes a Good Woman,0
It Tears Me Up,0
It Won't Be Long (And I'll Be Hating You),0
It Won't Be Long (Till I'll Be Leaving),0
It Won't Fade,0
It's All Over,0
It's All Over But the Crying,0
It's All Over But the Shoutin',0
It's All Right,0
It's Beginning to Look a Lot Like Christmas,0
It's Funny to Everyone,0
It's Gonna Be Me,0
It's Gotta Be You,0
It's Just That Simple,0
It's Like That [Main Version],0
It's Murda,0
It's My Own Fault,0
It's Okay (One Blood),0
It's Only a Paper Moon,0
It's Over,0
It's So Close to Christmas (And I'm So Far from Home),0
It's a Beautiful Day (Reprise),0
It's an Uphill Climb (To the Bottom),0
It's the Limit,0
It*s Murda,0
Its Raining Men,0
Ive Been Wrong Before,0
JC,0
Jack Rabbit,0
Jah Bless,0
Jah Pickney -- R.A.R.,0
Jah Will Be Done,0
Janie Is a Nazi,0
Jim,0
Jimmies Dream,0
Jingle Bells,0
Joan of Arc,0
Johnny B. Goode,0
Journey of the Angels,0
Joy,0
Juggernaut,0
Juliet,0
Jump Off,0
Just Because,0
Just Good Friends,0
Just Like You,0
Just One Fix,0
Just The Way You Are,0
Just Won't Do Right,0
Just a Closer Walk With Thee,0
Just a Closer Walk with The,0
Just as I Am,0
Justin,0
Keep Gettin' It On,0
Keep Hope Alive,0
Keep It Comin' Love,0
Keep It Thoro,0
Keep on Lovin' You,0
Keepin' the Summer Alive,0
Keeping the Cadaver Dogs Busy,0
Kill 'Em All,0
Kill My Friends,0
Killing Me Softly,0
Killing in the Name,0
King of the Stereo,0
Kingdom Come,0
Kiss,0
Kiss Me,0
Kizz My Black Azz,0
Knife,0
Knives Bats New Tats,0
Knockin' Niggaz Off,0
Knocks Me off My Feet,0
Know These Things: Shouldn't You,0
Kung Fu You,0
L001-141,5
L002-157,2
L004-120,4
L005-84,1
L006-135,5
L007-76,4
L008-146,2
L009-151,4
L010-168,2
L011-156,1
L012-81,4
L013-159,2
L014-137,2
L015-160,2
L016-77,5
L017-133,5
L018-109,2
L020-162,5
L021-101,1
L022-121,5
L024-142,2
L025-86,1
L026-97,1
L027-153,2
L028-150,5
L030-166,5
L031-139,4
L032-98,2
L033-72,2
L034-79,4
L035-134,2
L036-118,5
L037-169,1
L038-102,2
L040-132,1
L041-172,1
L042-108,1
L043-130,2
L044-107,4
L045-145,5
L046-147,5
L047-71,4
L048-163,2
L049-164,1
L050-149,4
L051,2
L052,1
L053,4
L054,2
L055,4
L058,4
L059,4
L060,5
L061,4
L063,1
L064,1
L065,1
L066,4
L067,2
L068,2
L069,3
L070,5
L071,4
L072,2
L073,2
L074,2
L075,1
L076,4
L078,5
L079,2
L080,2
L082,2
L083,2
L084,2
L085,2
L087,5
L088,1
L089,5
L090,3
L091,2
L092,5
L093,2
L095,2
L096,4
L097,2
L098,2
L099,5
L100,4
L101,1
L102,5
L103,5
L104,5
L105,1
L107,2
L108,2
L109,4
L110,1
L111-66,5
L112-170,1
L113-90,3
L114-116,5
L115-161,2
L116-140,2
L117-104,1
L118-167,5
L121-70,2
L122-148,2
L123-143,4
L124-91,5
L125-128,1
L126-83,5
L127-122,5
L128-173,2
L130-92,2
L131-67,2
L132-93,5
L133-158,4
L134-75,2
L135-69,2
L136-123,5
L137-165,1
L138-136,2
L140-94,1
L141-95,2
L142-96,1
L144-110,5
L145-113,2
L146-68,5
L147-152,5
L148-154,4
L149-106,2
L150-124,2
L151-111,2
L152-114,2
L153-99,2
L154-119,1
L155-117,2
L156-100,4
L157-115,5
L159-138,4
L160-155,5
L161,1
L162,4
L163,2
L164,5
L165,2
L166,5
L167,1
L168,5
L169,2
L170,2
L171,4
L172,5
L174,1
L175,2
L176,1
L177,5
L178,5
L179,5
L180,2
L181,2
L182,1
L183,1
L184,2
L185,4
L186,2
L187,1
L188,2
L189,2
L190,2
L191,2
L192,0
L193,5
L194,2
L195,5
L196,1
L197,5
L198,4
L199,4
L200,2
La Passion,0
Labeled,0
Lady Soul,0
Land of Make Believe,0
Larger Than Life,0
Laser Love,0
Last Caress/Green Hell,0
Last Date,0
Last Night,0
Last Night Blues,0
Last Night I Lost the Best Friend I Ever Had,0
Last Resort,0
Last of the Mohicans,0
Lately,0
Laughter & Forgetting,0
Laura (What's He Got That I Ain't Got),0
Lawdy Lawdy Blues,0
Lay My Burden Down,0
Lazy Days,0
Lead Song,0
Leader,0
Least of All,0
Leaving Greensleeves,0
Left to Starve,0
Legends,0
Lemon Drop,0
Let It Rain,0
Let Love Rule,0
Let Me,0
Let Me Love You,0
Let There Be Peace on Earth,0
Let off Supm,0
Let the Jukebox Keep on Playing,0
Let's Dance,0
Let's Fall in Love,0
Let's Get It On,0
Let's Go (Nothing for Me),0
Let's Ride,0
Let's Stick Together,0
Let's Talk About Sex,0
Let's Wait Awhile,0
Life Be My Song,0
Life Is So Peculiar,0
Life Is a Song,0
Life to Go,0
Life's What You Make It,0
Lights Over Baghdad,0
Like I Love You,0
Like Moon Behind A Cloud,0
Like Someone in Love,0
Like a Virgin,0
Like a Virgin [Extended Dance Remix],0
Limpwristed,0
Liquid Pig,0
Little Amsterdam,0
Little Cowboy,0
Little Drummer Boy,0
Little Girl,0
Little Saint Nick's Drive In,0
Live Undead,0
